,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Sales,Average_Sales_Game,Sales_Per_Platform,Average_Sales_Per_Year,SK_Game
158,159,Assassin's Creed,X360,2007,Adventure,Ubisoft,3.28,1.65,0.07,0.55,5.55,5.55,1.0,0.17903225806451611,0.1423076923076923,158
159,160,Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53,5.5200000000000005,0.9981916817359856,0.17806451612903226,0.1417948717948718,159
160,161,Forza Motorsport 3,X360,2009,Racing,Microsoft Game Studios,2.99,1.92,0.1,0.51,5.51,5.52,1.0018148820326678,0.17806451612903224,0.14128205128205126,160
161,162,Monster Hunter Freedom Unite,PSP,2008,Role-Playing,Capcom,0.47,0.57,4.13,0.34,5.5,5.51,1.0018181818181817,0.17774193548387096,0.14102564102564102,161
162,163,Super Mario Advance,GBA,2001,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,5.49,1.0,0.17709677419354838,0.14076923076923079,162
163,164,Mario Kart: Super Circuit,GBA,2001,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47,5.48,1.0018281535648996,0.1767741935483871,0.14025641025641025,163
164,165,Super Mario World,GBA,2001,Platform,Nintendo,3.21,1.11,0.95,0.2,5.46,5.470000000000001,1.001831501831502,0.17645161290322584,0.13999999999999999,164
165,166,Pokemon Stadium,N64,1999,Strategy,Nintendo,3.18,1.24,0.94,0.09,5.45,5.449999999999999,0.9999999999999999,0.1758064516129032,0.13974358974358975,165
166,167,Call of Duty: World at War,PS3,2008,Shooter,Activision,2.72,1.87,0.0,0.84,5.43,5.43,1.0,0.17516129032258063,0.1392307692307692,166
167,168,Crash Bandicoot: The Wrath of Cortex,PS2,2001,Platform,Universal Interactive,2.07,2.29,0.24,0.82,5.42,5.42,1.0,0.17483870967741935,0.13897435897435897,167
168,169,Minecraft,PS3,2014,Misc,Sony Computer Entertainment,1.97,2.51,0.0,0.94,5.42,5.42,1.0,0.17483870967741935,0.13897435897435897,168
169,170,Final Fantasy XIII,PS3,2009,Role-Playing,Square Enix,1.74,1.24,1.87,0.52,5.36,5.369999999999999,1.0018656716417909,0.17322580645161287,0.13743589743589743,169
170,171,Dr. Mario,GB,1989,Puzzle,Nintendo,2.18,0.96,2.0,0.2,5.34,5.340000000000001,1.0000000000000002,0.17225806451612904,0.13692307692307693,170
171,172,Pokemon Pinball,GB,1999,Misc,Nintendo,3.02,1.12,1.01,0.16,5.31,5.3100000000000005,1.0000000000000002,0.17129032258064517,0.13615384615384615,171
172,173,Assassin's Creed III,X360,2012,Action,Ubisoft,3.13,1.71,0.03,0.44,5.3,5.3100000000000005,1.0018867924528303,0.17129032258064517,0.1358974358974359,172
173,174,Final Fantasy IX,PS,2000,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3,5.31,1.00188679245283,0.17129032258064514,0.1358974358974359,173
174,175,Final Fantasy X-2,PS2,2003,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29,5.279999999999999,0.9981096408317579,0.17032258064516126,0.13564102564102565,174
175,176,Donkey Kong 64,N64,1999,Platform,Nintendo,3.33,0.79,1.09,0.06,5.27,5.27,1.0,0.16999999999999998,0.13512820512820511,175
176,177,Assassin's Creed II,X360,2009,Action,Ubisoft,3.1,1.56,0.08,0.51,5.27,5.25,0.9962049335863379,0.1693548387096774,0.13512820512820511,176
177,178,Professor Layton and the Curious Village,DS,2007,Puzzle,Nintendo,1.22,2.48,1.03,0.52,5.26,5.25,0.9980988593155894,0.1693548387096774,0.13487179487179488,177
178,179,Tomb Raider II,PS,1997,Action,Eidos Interactive,2.3,2.46,0.2,0.28,5.24,5.24,1.0,0.16903225806451613,0.13435897435897437,178
180,181,Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21,5.21,1.0,0.16806451612903225,0.1335897435897436,180
181,182,Diablo III,PC,2012,Role-Playing,Activision,2.43,2.15,0.0,0.62,5.2,5.2,1.0,0.16774193548387098,0.13333333333333333,181
182,183,Super Mario Bros. 3,GBA,2003,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,5.21,1.001923076923077,0.16806451612903225,0.13333333333333333,182
183,184,New Super Mario Bros. U,WiiU,2012,Platform,Nintendo,2.32,1.3,1.27,0.31,5.19,5.2,1.001926782273603,0.16774193548387098,0.1330769230769231,183
184,185,Super Mario Land 3: Wario Land,GB,1994,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19,5.19,1.0,0.16741935483870968,0.1330769230769231,184
185,186,FIFA Soccer 13,X360,2012,Action,Electronic Arts,1.08,3.48,0.03,0.58,5.18,5.170000000000001,0.9980694980694983,0.16677419354838713,0.13282051282051283,185
186,187,The Legend of Zelda: Phantom Hourglass,DS,2007,Action,Nintendo,1.9,1.83,0.95,0.49,5.17,5.17,1.0,0.1667741935483871,0.13256410256410256,186
187,188,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15,5.15,1.0,0.16612903225806452,0.13205128205128205,187
188,189,Tomodachi Life,3DS,2013,Simulation,Nintendo,0.96,2.02,1.89,0.28,5.15,5.15,1.0,0.16612903225806452,0.13205128205128205,188
189,190,Mario & Sonic at the Olympic Games,DS,2008,Sports,Sega,1.64,2.48,0.44,0.58,5.14,5.140000000000001,1.0000000000000002,0.16580645161290325,0.1317948717948718,189
190,191,Medal of Honor: Rising Sun,PS2,2003,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,5.14,1.0019493177387915,0.16580645161290322,0.13153846153846155,190
191,192,Kirby's Dream Land,GB,1992,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13,5.13,1.0,0.16548387096774192,0.13153846153846155,191
192,193,Fable III,X360,2010,Role-Playing,Microsoft Game Studios,3.59,1.11,0.05,0.38,5.13,5.13,1.0,0.16548387096774192,0.13153846153846155,192
193,194,Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,3.21,1.53,0.01,0.38,5.13,5.13,1.0,0.16548387096774192,0.13153846153846155,193
194,195,Microsoft Flight Simulator,PC,1996,Simulation,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12,5.11,0.998046875,0.16483870967741937,0.13128205128205128,194
195,196,Guitar Hero II,PS2,2006,Misc,RedOctane,3.81,0.63,0.0,0.68,5.12,5.12,1.0,0.16516129032258065,0.13128205128205128,195
196,197,Resident Evil 5,PS3,2009,Action,Capcom,1.96,1.43,1.08,0.65,5.11,5.12,1.0019569471624266,0.16516129032258065,0.13102564102564104,196
197,198,Grand Theft Auto V,XOne,2014,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08,5.08,1.0,0.1638709677419355,0.13025641025641027,197
198,199,Grand Theft Auto: Vice City Stories,PSP,2006,Action,Take-Two Interactive,1.7,2.02,0.16,1.21,5.08,5.09,1.0019685039370079,0.16419354838709677,0.13025641025641027,198
199,200,FIFA Soccer 11,PS3,2010,Sports,Electronic Arts,0.6,3.29,0.06,1.13,5.08,5.08,1.0,0.1638709677419355,0.13025641025641027,199
200,201,Super Mario Bros.,GB,1999,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,5.07,1.0,0.1635483870967742,0.13,200
201,202,Resident Evil,PS,1996,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,5.050000000000001,1.0000000000000002,0.16290322580645164,0.12948717948717947,201
202,203,Tony Hawk's Pro Skater,PS,1999,Sports,Activision,3.42,1.38,0.02,0.2,5.02,5.02,1.0,0.16193548387096773,0.1287179487179487,202
203,204,Super Smash Bros. for Wii U and 3DS,WiiU,2014,Fighting,Nintendo,2.59,1.06,0.8,0.57,5.02,5.0200000000000005,1.0000000000000002,0.16193548387096776,0.1287179487179487,203
204,205,Warzone 2100,PS,1999,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,5.01,1.0,0.16161290322580643,0.12846153846153846,204
205,206,Spyro the Dragon,PS,1998,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,5.0,1.0,0.16129032258064516,0.1282051282051282,205
206,207,Link's Crossbow Training,Wii,2007,Shooter,Nintendo,3.06,1.18,0.29,0.46,5.0,4.99,0.998,0.16096774193548388,0.1282051282051282,206
207,208,Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,3.49,0.01,0.01,1.48,4.98,4.99,1.002008032128514,0.16096774193548388,0.12769230769230772,207
208,209,Fallout 3,X360,2008,Role-Playing,Bethesda Softworks,3.39,1.03,0.09,0.44,4.96,4.95,0.997983870967742,0.15967741935483873,0.12717948717948718,208
209,210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007,Role-Playing,Nintendo,1.85,1.2,1.54,0.37,4.96,4.96,1.0,0.16,0.12717948717948718,209
210,211,Uncharted: Drake's Fortune,PS3,2007,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94,4.94,1.0,0.15935483870967743,0.12666666666666668,210
211,212,Madden NFL 06,PS2,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,4.91,1.0,0.15838709677419355,0.1258974358974359,211
212,213,LEGO Star Wars: The Complete Saga,DS,2007,Action,LucasArts,2.89,1.54,0.0,0.46,4.9,4.89,0.9979591836734693,0.15774193548387097,0.12564102564102564,212
213,214,Diddy Kong Racing,N64,1997,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,4.89,1.0020491803278688,0.15774193548387097,0.12512820512820513,213
214,215,Monster Hunter Freedom 3,PSP,2010,Role-Playing,Capcom,0.0,0.0,4.87,0.0,4.87,4.87,1.0,0.1570967741935484,0.12487179487179488,214
215,216,Dr. Mario,NES,1990,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,4.84,0.9979381443298969,0.15612903225806452,0.12435897435897435,215
216,217,God of War III,PS3,2010,Action,Sony Computer Entertainment,2.74,1.36,0.12,0.63,4.84,4.8500000000000005,1.0020661157024795,0.15645161290322582,0.1241025641025641,216
217,218,StarCraft II: Wings of Liberty,PC,2010,Strategy,Activision,2.56,1.68,0.0,0.59,4.83,4.83,1.0,0.15580645161290324,0.12384615384615384,217
218,219,Assassin's Creed,PS3,2007,Adventure,Ubisoft,1.91,2.0,0.09,0.83,4.83,4.83,1.0,0.15580645161290324,0.12384615384615384,218
219,220,FIFA 15,PS3,2014,Sports,Electronic Arts,0.57,3.14,0.04,1.07,4.82,4.82,1.0,0.15548387096774194,0.1235897435897436,219
220,221,Crash Team Racing,PS,1999,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,4.79,1.0,0.15451612903225806,0.12282051282051282,220
221,222,FIFA 17,PS4,2016,Sports,Electronic Arts,0.28,3.75,0.06,0.69,4.77,4.779999999999999,1.0020964360587001,0.15419354838709676,0.1223076923076923,221
222,223,Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76,4.750000000000001,0.9978991596638658,0.15322580645161293,0.12205128205128205,222
223,224,Driver 2,PS,2000,Action,Atari,2.36,2.1,0.02,0.25,4.73,4.7299999999999995,0.9999999999999998,0.1525806451612903,0.12128205128205129,223
224,225,The Simpsons: Hit & Run,PS2,2003,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7,4.71,1.0021276595744681,0.15193548387096775,0.12051282051282051,224
225,226,Tony Hawk's Pro Skater 2,PS,2000,Sports,Activision,3.05,1.41,0.02,0.2,4.68,4.68,1.0,0.15096774193548387,0.12,225
226,227,Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68,4.680000000000001,1.0000000000000002,0.1509677419354839,0.12,226
227,228,The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,4.67,1.0,0.15064516129032257,0.11974358974358974,227
228,229,Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64,4.6499999999999995,1.0021551724137931,0.15,0.11897435897435897,228
229,230,Tomb Raider,PS,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,4.63,1.0,0.14935483870967742,0.11871794871794872,229
230,231,Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.06,1.12,0.0,0.44,4.62,4.62,1.0,0.14903225806451614,0.11846153846153847,230
231,232,The Legend of Zelda: A Link to the Past,SNES,1991,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,4.61,1.0,0.14870967741935484,0.11820512820512821,231
232,233,The Legend of Zelda: The Wind Waker,GC,2002,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,4.609999999999999,1.0021739130434781,0.1487096774193548,0.11794871794871795,232
233,234,Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Sega,1.89,1.99,0.22,0.48,4.58,4.58,1.0,0.14774193548387096,0.11743589743589744,233
234,235,Luigi's Mansion: Dark Moon,3DS,2013,Action,Nintendo,1.78,1.39,1.1,0.3,4.58,4.569999999999999,0.9978165938864627,0.14741935483870966,0.11743589743589744,234
235,236,Splatoon,WiiU,2015,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57,4.57,1.0,0.1474193548387097,0.11717948717948719,235
236,237,The Last of Us,PS4,2014,Action,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55,4.54,0.9978021978021978,0.1464516129032258,0.11666666666666667,236
237,238,Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.92,0.01,0.42,4.53,4.54,1.0022075055187638,0.1464516129032258,0.11615384615384616,237
238,239,Madden NFL 2005,PS2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,4.529999999999999,0.9999999999999998,0.1461290322580645,0.11615384615384616,238
239,240,Pitfall!,2600,1981,Platform,Activision,4.21,0.24,0.0,0.05,4.5,4.5,1.0,0.14516129032258066,0.11538461538461539,239
240,241,Madden NFL 07,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,4.49,1.0,0.14483870967741935,0.11512820512820514,240
241,242,Spider-Man: The Movie,PS2,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48,4.48,1.0,0.14451612903225808,0.11487179487179489,241
242,243,Dragon Quest VII: Warriors of Eden,PS,2000,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,4.459999999999999,0.9977628635346755,0.14387096774193545,0.1146153846153846,242
243,244,Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47,4.47,1.0,0.14419354838709678,0.1146153846153846,243
244,245,Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,1.54,1.94,0.19,0.77,4.45,4.4399999999999995,0.9977528089887638,0.1432258064516129,0.11410256410256411,244
245,246,God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,4.449999999999999,0.9999999999999998,0.14354838709677417,0.11410256410256411,245
246,247,Nintendo Land,WiiU,2012,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44,4.45,1.0022522522522521,0.1435483870967742,0.11384615384615386,246
247,248,Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42,4.419999999999999,0.9999999999999998,0.1425806451612903,0.11333333333333333,247
248,249,Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,4.42,1.002267573696145,0.14258064516129032,0.11307692307692307,248
249,250,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,4.4,1.0022779043280183,0.14193548387096774,0.11256410256410256,249
250,251,The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39,4.4,1.0022779043280183,0.14193548387096774,0.11256410256410256,250
251,252,Zelda II: The Adventure of Link,NES,1987,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,4.38,1.0,0.14129032258064517,0.1123076923076923,251
252,253,Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,4.37,1.0,0.14096774193548386,0.11205128205128205,252
253,254,Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35,4.35,1.0,0.1403225806451613,0.11153846153846153,253
254,255,Sonic the Hedgehog,GEN,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34,4.33,0.9976958525345623,0.1396774193548387,0.11128205128205128,254
255,256,Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,4.33,1.0,0.1396774193548387,0.11102564102564103,255
256,257,FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31,4.32,1.0023201856148494,0.13935483870967744,0.1105128205128205,256
257,258,Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,2.75,1.18,0.0,0.37,4.31,4.3,0.9976798143851509,0.13870967741935483,0.1105128205128205,257
258,259,Asteroids,2600,1980,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,4.31,1.0,0.1390322580645161,0.1105128205128205,258
259,260,Fable II,X360,2008,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31,4.3,0.9976798143851509,0.13870967741935483,0.1105128205128205,259
260,261,Halo 5: Guardians,XOne,2015,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,4.26,1.0,0.13741935483870968,0.10923076923076923,260
261,262,Super Mario 3D World,WiiU,2013,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,4.239999999999999,0.9976470588235292,0.13677419354838707,0.10897435897435898,261
262,263,Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,4.25,1.0,0.13709677419354838,0.10897435897435898,262
263,264,Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24,4.25,1.0023584905660377,0.13709677419354838,0.10871794871794872,263
264,265,Namco Museum,GBA,2001,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,4.23,0.9976415094339623,0.13645161290322583,0.10871794871794872,264
265,266,Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,4.22,0.9976359338061465,0.1361290322580645,0.10846153846153847,265
266,267,Daxter,PSP,2006,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22,4.220000000000001,1.0000000000000002,0.13612903225806453,0.1082051282051282,266
267,268,Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,4.2,0.9976247030878861,0.13548387096774195,0.10794871794871795,267
268,269,The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,2.03,1.27,0.62,0.3,4.21,4.22,1.002375296912114,0.1361290322580645,0.10794871794871795,268
269,270,FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,4.21,1.0,0.13580645161290322,0.10794871794871795,269
270,271,EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,4.21,1.0023809523809524,0.13580645161290322,0.1076923076923077,270
271,272,Uncharted 4: A Thief's End,PS4,2016,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,4.2,1.0,0.13548387096774195,0.1076923076923077,271
272,273,Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2,4.21,1.0023809523809524,0.13580645161290322,0.1076923076923077,272
273,274,Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,4.1899999999999995,0.9999999999999998,0.13516129032258062,0.10743589743589745,273
274,275,Street Fighter IV,PS3,2009,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19,4.19,1.0,0.13516129032258065,0.10743589743589745,274
275,276,FIFA 12,X360,2011,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19,4.18,0.9976133651551311,0.13483870967741934,0.10743589743589745,275
276,277,Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,3.38,0.44,0.31,0.04,4.17,4.17,1.0,0.13451612903225807,0.10692307692307693,276
277,278,Excitebike,NES,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,4.16,1.0,0.13419354838709677,0.10666666666666667,277
278,279,Frogger,PS,1997,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,4.170000000000001,1.0024038461538463,0.1345161290322581,0.10666666666666667,278
279,280,Madden NFL 2003,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,4.14,1.0,0.1335483870967742,0.10615384615384614,279
280,281,Watch Dogs,PS4,2014,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14,4.14,1.0,0.1335483870967742,0.10615384615384614,280
281,282,Half-Life,PC,1997,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,4.12,1.0,0.1329032258064516,0.10564102564102565,281
282,283,Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,4.109999999999999,0.9975728155339805,0.1325806451612903,0.10564102564102565,282
283,284,FIFA Soccer 07,PS2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,4.109999999999999,0.9999999999999998,0.1325806451612903,0.1053846153846154,283
284,285,The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.14,1.2,0.37,0.4,4.1,4.11,1.0024390243902441,0.13258064516129034,0.10512820512820512,284
285,286,Street Fighter II Turbo,SNES,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,4.1000000000000005,1.0000000000000002,0.13225806451612904,0.10512820512820512,285
286,287,Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1,4.1,1.0,0.132258064516129,0.10512820512820512,286
287,288,Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,4.09,1.0,0.13193548387096773,0.10487179487179486,287
288,289,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,4.09,1.0,0.13193548387096773,0.10487179487179486,288
289,290,Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,4.08,1.0,0.13161290322580646,0.10461538461538462,289
290,291,God of War II,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,4.07,1.0,0.13129032258064516,0.10435897435897437,290
291,292,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06,4.069999999999999,1.0024630541871922,0.13129032258064513,0.10410256410256409,291
292,293,World Soccer Winning Eleven 9,PS2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,4.05,0.9975369458128079,0.13064516129032258,0.10410256410256409,292
293,294,Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,4.05,1.0,0.13064516129032258,0.10384615384615384,293
294,295,Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,4.05,1.0,0.13064516129032258,0.10384615384615384,294
295,296,Far Cry 4,PS4,2014,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03,4.03,1.0,0.13,0.10333333333333335,295
296,297,Star Fox 64,N64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,4.04,1.0024813895781637,0.13032258064516128,0.10333333333333335,296
297,298,Minecraft,PS4,2014,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02,4.0200000000000005,1.0000000000000002,0.12967741935483873,0.10307692307692307,297
298,299,Golf,NES,1984,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,4.0,0.9975062344139651,0.12903225806451613,0.10282051282051281,298
299,300,Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01,4.01,1.0,0.1293548387096774,0.10282051282051281,299
300,301,Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0,3.99,0.9975,0.12870967741935485,0.10256410256410256,300
301,302,Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99,3.98,0.9974937343358395,0.12838709677419355,0.10230769230769231,301
